recommendationid,author,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,hidden_in_steam_china,steam_china_location
166338507,"{'steamid': '76561198846772214', 'num_games_owned': 0, 'num_reviews': 18, 'playtime_forever': 727, 'playtime_last_two_weeks': 0, 'playtime_at_review': 727, 'last_played': 1682696465}",koreana,이게 왜 고티임 진짜모름,1717080187,1717080187,True,0,0,0,0,True,False,False,True,
166311125,"{'steamid': '76561198108227135', 'num_games_owned': 0, 'num_reviews': 4, 'playtime_forever': 7065, 'playtime_last_two_weeks': 0, 'playtime_at_review': 7065, 'last_played': 1714067807}",koreana,명작,1717034580,1717034580,True,0,0,0,0,True,False,False,True,
166245434,"{'steamid': '76561199679672489', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 6446, 'playtime_last_two_weeks': 3685, 'playtime_at_review': 5938, 'last_played': 1717089688}",koreana,미칠듯한 호그와트 퀄리티를 느낄 수 있다 디테일이랑 이스터에그까지 훑어보는 재미가 있음 호그와트만큼은 아니지만 호그스미드도 잘뽑힘 타격감 괜찮고 콤보 넣는게 재밌음 난이도 순한맛이라 어려움난이도로 발컨들도 엔딩보는데 문제없음 나머지 마을들은 급하게 채워넣은 느낌 그마을이 그마을같음 스토리는 그닥 엔피씨랑 상호작용이 별로 없는게 매우 아쉬움 빗자루 조작감 탈것 탄채로 아래위 시야 볼수 없는거 빡침 낮은울타리도 못넘어가는거 많아서 짜증 장비 강화하는 맛이,1716937406,1716937406,True,0,0,0,0,True,False,False,True,
166171024,"{'steamid': '76561199034293114', 'num_games_owned': 116, 'num_reviews': 15, 'playtime_forever': 3750, 'playtime_last_two_weeks': 1649, 'playtime_at_review': 3750, 'last_played': 1716829301}",koreana,재밌음,1716829699,1716829699,True,0,0,0,0,True,False,False,True,
166154632,"{'steamid': '76561198820650152', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 1012, 'playtime_last_two_weeks': 99, 'playtime_at_review': 913, 'last_played': 1716822698}",koreana,딱총나무 지팡이 만들어줘,1716808856,1716808856,True,0,0,0,0,True,False,False,True,
166142185,"{'steamid': '76561198258918482', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 3117, 'playtime_last_two_weeks': 0, 'playtime_at_review': 3117, 'last_played': 1699974332}",koreana,갓겜,1716783704,1716783704,True,0,0,0,0,True,False,False,True,
166078871,"{'steamid': '76561198316584442', 'num_games_owned': 0, 'num_reviews': 5, 'playtime_forever': 3673, 'playtime_last_two_weeks': 2516, 'playtime_at_review': 3673, 'last_played': 1716662790}",koreana,옛날부터 해보고 싶었던 게임이었는데 마침 여자친구가 선물로 사줘서 플레이 해보았는데 정말 재밌었네요 옛날부터 해리포터 관련 영화나 소설 챙겨봤어서 호그와트 레거시 세계관도 굉장히 궁금했었는데 몰랐던 소재의 내용을 확인 할 수 있어서 너무 좋았네요 그래픽도 그래픽대로 너무 좋았고 캐릭터 모션감도 생하여 굉장히 좋았습니다 원래 혼자하는 게임을 좋아하는 편인 분들은 더욱 재밌께 플레이 할 수 있을지 않을까 싶습니다 평점 만점 점 그래픽 점 분위기 점,1716699769,1716699769,True,0,0,0,0,True,True,False,True,
166038449,"{'steamid': '76561197991001667', 'num_games_owned': 0, 'num_reviews': 21, 'playtime_forever': 386, 'playtime_last_two_weeks': 386, 'playtime_at_review': 260, 'last_played': 1716718560}",koreana,와우 재밌어요 출근전에 시간 넘게 해봤는데 말이 필요없군요 인치 풀옵기준 프레임 드랍현상이 좀 있지만 할만합니다 따봉이 다섯개 현재 그린게이밍 쿠폰적용시 원이니 얼른 구입해서 스팀등록하고 사용하세요 참고로 일반판 구입하시길 나머진 돈값 못한다고합니다,1716650244,1716711036,True,0,0,0.476190477609634399,0,False,False,False,True,
166007297,"{'steamid': '76561198126742075', 'num_games_owned': 0, 'num_reviews': 6, 'playtime_forever': 1577, 'playtime_last_two_weeks': 1577, 'playtime_at_review': 823, 'last_played': 1716809982}",koreana,사놓고 안하고 있다가 게임패드 생긴김에 해봤는데 꽤 재밌어요 다만 빗자루 경주 기록 세우고 싶으면 그냥 키마로 하는게 마음이 편하네요,1716606860,1716606860,True,0,0,0,0,True,False,False,True,
165971879,"{'steamid': '76561199438520337', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 2183, 'playtime_last_two_weeks': 913, 'playtime_at_review': 1868, 'last_played': 1716730319}",koreana,개꿀잼,1716561361,1716561361,True,0,0,0,0,True,False,False,True,
165948562,"{'steamid': '76561198050012987', 'num_games_owned': 0, 'num_reviews': 23, 'playtime_forever': 3634, 'playtime_last_two_weeks': 0, 'playtime_at_review': 3634, 'last_played': 1690107969}",koreana,호그와트 게임중 잘만들었다,1716522944,1716522944,True,0,0,0,0,True,False,False,True,
165834457,"{'steamid': '76561198987163447', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 4738, 'playtime_last_two_weeks': 1784, 'playtime_at_review': 3893, 'last_played': 1716985553}",koreana,이 세계에 속할 수 있다는 사실 만으로도 행복하다,1716355053,1716355053,True,0,0,0,0,True,False,False,True,
165799133,"{'steamid': '76561197971498776', 'num_games_owned': 0, 'num_reviews': 46, 'playtime_forever': 2171, 'playtime_last_two_weeks': 0, 'playtime_at_review': 2171, 'last_played': 1676383297}",koreana,해리포터 게임 중 고트,1716304761,1716304761,True,0,0,0,0,False,False,False,True,
165778114,"{'steamid': '76561198800618696', 'num_games_owned': 68, 'num_reviews': 35, 'playtime_forever': 536, 'playtime_last_two_weeks': 0, 'playtime_at_review': 536, 'last_played': 1708668230}",koreana,포브스 선정 돌아다니기만 해도 재밌는 게임,1716269754,1716269754,True,0,0,0,0,True,False,False,True,
165775153,"{'steamid': '76561197977978406', 'num_games_owned': 0, 'num_reviews': 38, 'playtime_forever': 6945, 'playtime_last_two_weeks': 0, 'playtime_at_review': 6945, 'last_played': 1687613266}",koreana,여기도 쳐 뭍히네 마법세계 트랜스젠더 있을수 있다 쳐 그래 근데 왜 머글이 성전환한것처럼 생겼냐 마법사 세계에는 당연히 완벽하게 목소리 외형 다 바뀌어서 트랜스젠더인지 알아차릴수 없어야 하는거 아님 같은 저능아 사상 신봉자들은 다 능지개박살 저능아들인가봄 또 중간에 웬 우간다 흑인 여자애가 지 잘났다 자랑자랑하는데 짜증나서 모니터 뿌술뻔 현실에서 있을법한 개못생김인건 알겠는데 왜 내돈주고 하는 가상의 공간 게임에서 쳐 나와서 내 눈갱하는지 모르겠음 세계,1716263598,1716263598,True,0,1,0.434782594442367554,0,True,True,False,True,
165660802,"{'steamid': '76561199353826520', 'num_games_owned': 0, 'num_reviews': 2, 'playtime_forever': 3271, 'playtime_last_two_weeks': 0, 'playtime_at_review': 3271, 'last_played': 1714987676}",koreana,안하면 손해봄,1716111490,1716111490,True,0,0,0,0,True,False,False,True,
165615140,"{'steamid': '76561199009845221', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 2298, 'playtime_last_two_weeks': 442, 'playtime_at_review': 2005, 'last_played': 1716915902}",koreana,해리포터를 진짜 정말좋아한다 싶은 사람만 하는걸 추천 커스터 마이즈는 미친듯이 한정적 오픈월드 제한적 오픈월드 이게 무슨 모순인가 버그는 드럽게 많고 돌려 막기 식의 퍼즐 그냥 초반 시간 정도까지는 영화의 추억을 되살리며 재밌게 하기 좋음,1716054218,1716054218,False,0,0,0,0,False,False,False,True,
165592826,"{'steamid': '76561198029466864', 'num_games_owned': 0, 'num_reviews': 50, 'playtime_forever': 3968, 'playtime_last_two_weeks': 3789, 'playtime_at_review': 610, 'last_played': 1716521882}",koreana,겜 왤케 튕김,1716032267,1716032267,False,0,0,0,0,False,False,False,True,
165590239,"{'steamid': '76561199500874935', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 2428, 'playtime_last_two_weeks': 1269, 'playtime_at_review': 1487, 'last_played': 1716817347}",koreana,평소 해리포터를 좋아하여 재미있게 플레이하였습니다,1716029096,1716029096,True,0,0,0,0,True,False,False,True,
165571780,"{'steamid': '76561198355832685', 'num_games_owned': 0, 'num_reviews': 2, 'playtime_forever': 995, 'playtime_last_two_weeks': 242, 'playtime_at_review': 837, 'last_played': 1716846868}",koreana,옛날 애기 해리포터 오타쿠들이 초고퀄로 팬게임을 만들정도로 늙어버린 이야기,1716002575,1716002723,True,0,0,0,0,True,False,False,True,
165549976,"{'steamid': '76561199119279240', 'num_games_owned': 0, 'num_reviews': 33, 'playtime_forever': 3900, 'playtime_last_two_weeks': 432, 'playtime_at_review': 3900, 'last_played': 1715973075}",koreana,챌린지 도전과제 플탐 시간 회차만 플레이했음 대체로 재미있었는데 컨텐츠의 한계가 명확함 사펑 을 시간했는데 이 게임은 엔딩 보고나서부터 의지가 확 사라졌음 메인스토리를 천히 밀면서 오픈월드를 즐겼는데 각의 컨텐츠가 한번 소모되면 더이상 거들떠도 안보는 느낌이었음 스피드런은 한 번 깨면 손도 안대고 동물들은 한쌍씩만 잡으면 손도 안대고 소환사의코트나 교차된지팡이같은 컨텐츠는 아예 더 할 수도 없음 만원 아닌 것 같음 할인률 높을 때 사면 그냥저냥 할만,1715973716,1715973716,True,0,0,0,0,True,False,False,True,
165517905,"{'steamid': '76561198402847831', 'num_games_owned': 205, 'num_reviews': 375, 'playtime_forever': 1121, 'playtime_last_two_weeks': 840, 'playtime_at_review': 454, 'last_played': 1716185919}",koreana,노잼 잘만든 작품 이긴한데 게임 은 아니다 게임의 재미를 어떻게 만들어야되는지 전혀 모르는 제작들이 만든 게임,1715933637,1715933637,False,5,0,0.593220293521881104,0,True,False,False,True,
165481161,"{'steamid': '76561198414152146', 'num_games_owned': 172, 'num_reviews': 93, 'playtime_forever': 3396, 'playtime_last_two_weeks': 0, 'playtime_at_review': 3396, 'last_played': 1686315337}",koreana,구매 가격 플레이 시기 추천 할인율 총점,1715882074,1715882074,True,0,0,0,0,False,False,False,True,
165469580,"{'steamid': '76561199527631178', 'num_games_owned': 0, 'num_reviews': 3, 'playtime_forever': 2908, 'playtime_last_two_weeks': 1599, 'playtime_at_review': 1309, 'last_played': 1717000069}",koreana,와 드디어 해본다 하고 많이 기대했다면 실망할 것이고 한번 해볼까 하고 시작했다면 감탄할 것 필자는 후자였음,1715870648,1715870648,True,0,0,0,0,True,False,False,True,
165466177,"{'steamid': '76561199127523593', 'num_games_owned': 0, 'num_reviews': 2, 'playtime_forever': 3628, 'playtime_last_two_weeks': 0, 'playtime_at_review': 3628, 'last_played': 1715863237}",koreana,해리포터 영화는 편 반정도 보고 소설은 읽지 않은 상태 해리포터 호그와트 미스테리 게임을 재미있게 해서 이 게임에 기대가 높았는데 생각했던 거랑 결이 다르네요 수업이랑 우정이 메인 느낌인줄 알았는데 모험이 주 목적이였네요 원작은 몰라서 스토리는 매력을 느끼지 못했어요 또한 계단이나 돌더미 같은데 넘어가는게 막혀있는게 좀 답하게 느껴졌어요 그리고 서브퀘스트도 숙제하는 느낌이 들었어요 결론적으로 말하자면 세계관을 이해하는 사람이 하기에는 재미있지만 세계관,1715866601,1715866901,False,0,0,0,0,True,False,False,True,
165456810,"{'steamid': '76561199274188380', 'num_games_owned': 0, 'num_reviews': 18, 'playtime_forever': 86, 'playtime_last_two_weeks': 0, 'playtime_at_review': 86, 'last_played': 1704516924}",koreana,화약통,1715851489,1715851489,True,0,0,0,0,True,False,False,True,
165383982,"{'steamid': '76561199625354960', 'num_games_owned': 7, 'num_reviews': 3, 'playtime_forever': 1780, 'playtime_last_two_weeks': 107, 'playtime_at_review': 1646, 'last_played': 1716610049}",koreana,장점 재밌다 단점 해리포터 안좋아하면 노잼,1715739879,1715739879,True,0,0,0,0,True,False,False,True,
165352672,"{'steamid': '76561198121031788', 'num_games_owned': 0, 'num_reviews': 5, 'playtime_forever': 1649, 'playtime_last_two_weeks': 0, 'playtime_at_review': 1649, 'last_played': 1702304326}",koreana,초반에 학교탐험할때까진 초갓겜이지만 후반부는 좀 그저그렇다,1715701002,1715701002,True,0,0,0,0,False,False,False,True,
165345612,"{'steamid': '76561198282458015', 'num_games_owned': 23, 'num_reviews': 11, 'playtime_forever': 2152, 'playtime_last_two_weeks': 0, 'playtime_at_review': 2152, 'last_played': 1679072414}",koreana,해리포터 좋아하면 재밌게 즐길 수 있어요,1715693668,1715693668,True,0,0,0,0,True,False,False,True,
165325977,"{'steamid': '76561198397638416', 'num_games_owned': 51, 'num_reviews': 18, 'playtime_forever': 3393, 'playtime_last_two_weeks': 0, 'playtime_at_review': 3393, 'last_played': 1679043227}",koreana,존잼 그러나 레데리나 사펑처럼 오래 시간 이상 할게 없다,1715660910,1715660910,True,0,0,0,0,False,False,False,True,
165302007,"{'steamid': '76561198051718212', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 2212, 'playtime_last_two_weeks': 0, 'playtime_at_review': 2143, 'last_played': 1715631897}",koreana,이 정신나간 게임은 재미도 없고 반복되는 퍼즐로 가득한걸로도 모자라서 온갖 버그로 점철되어 심하면 튕기고 튕기며 무한로딩을 보여주는데 해결법이라곤 없음,1715627705,1715627705,False,0,0,0,0,False,False,False,True,
165299981,"{'steamid': '76561198354872887', 'num_games_owned': 40, 'num_reviews': 13, 'playtime_forever': 5599, 'playtime_last_two_weeks': 1202, 'playtime_at_review': 4224, 'last_played': 1716548476}",koreana,어릴 때부터 해리포터를 좋아한 포터모어로써 재밌게 플레이 했네요 현재 메인 스토리를 끝냈고 서브퀘스트 및 탐험을 하고 있어요 호그와트 구현을 잘했고 맵도 넓어 탐험하는 재미가 쏠해요 거리가 멀 땐 플루가루를 이용하거나 빗자루로 날아다니면 돼서 좋구요 한가지 궁금한 점은 세계지도가 아닌데 세계지도라 적혀있는 거 전투 난이도는 낮아요 상대 방어막을 파훼하려면 동일한 색의 마법계열을 쏘아야 한다는 걸 최종보스 깰 때 깨달아도 문제없는 정도입니다 보통난이도기,1715625380,1715625380,True,0,0,0,0,True,False,False,True,
165271374,"{'steamid': '76561197960285753', 'num_games_owned': 0, 'num_reviews': 115, 'playtime_forever': 3561, 'playtime_last_two_weeks': 0, 'playtime_at_review': 3533, 'last_played': 1715590041}",koreana,호그와트를 탐험할 수 있었던건 정말 좋았지만 비슷한 컨텐츠의 연속이라 해리포터 팬이 아니라면 추천하기는 좀 해리포터를 재밌게 봤다면 한번쯤 해볼만 하다,1715588229,1715588229,True,0,0,0,0,True,False,False,True,
165259751,"{'steamid': '76561199102653662', 'num_games_owned': 0, 'num_reviews': 6, 'playtime_forever': 1172, 'playtime_last_two_weeks': 183, 'playtime_at_review': 988, 'last_played': 1716699663}",koreana,호그와트 익스프레스 타고 싶어요,1715566437,1715566437,True,1,0,0.52173912525177002,0,True,False,False,True,
165207879,"{'steamid': '76561198258367012', 'num_games_owned': 0, 'num_reviews': 10, 'playtime_forever': 4572, 'playtime_last_two_weeks': 3854, 'playtime_at_review': 521, 'last_played': 1717073982}",koreana,할거짱많아요 꿀잼,1715510051,1715510051,True,0,0,0,0,True,False,False,True,
165193049,"{'steamid': '76561198020977596', 'num_games_owned': 0, 'num_reviews': 4, 'playtime_forever': 250, 'playtime_last_two_weeks': 0, 'playtime_at_review': 250, 'last_played': 1715490563}",koreana,게임 분마다 튕김 원인 모름 해결 안됨 인트로를 못지나감,1715490589,1715490589,False,0,0,0,0,True,False,False,True,
165190628,"{'steamid': '76561199207286361', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 959, 'playtime_last_two_weeks': 0, 'playtime_at_review': 927, 'last_played': 1715498794}",koreana,겁나 재밌음,1715487330,1715487330,True,0,0,0,0,True,False,False,True,
165127529,"{'steamid': '76561198063145569', 'num_games_owned': 75, 'num_reviews': 16, 'playtime_forever': 2052, 'playtime_last_two_weeks': 1, 'playtime_at_review': 2051, 'last_played': 1716091385}",koreana,아니 뭐 게임은 재밌긴 한 것 같은데 난 호그와트를 다니고 싶었던건데 정신 차리고 보니 시간동안 다른 애들은 학교 다니고 기숙사에서 잘 때 교외에서 노숙하면서 다른 마을 사람들 부탁이나 들어주고 있더라 학교에서 진행되는 컨텐츠가 좀 더 많았더라면 더 좋았을 것 같다는 아쉬움이 진하게 남는다 그 레벨리오 말고,1715421214,1715421214,True,0,0,0,0,True,False,False,True,
165021826,"{'steamid': '76561198075277558', 'num_games_owned': 290, 'num_reviews': 60, 'playtime_forever': 2891, 'playtime_last_two_weeks': 0, 'playtime_at_review': 2891, 'last_played': 1677420772}",koreana,리벨리오가 사기임,1715293327,1715293327,True,2,0,0.545454561710357666,0,True,False,False,True,
164976981,"{'steamid': '76561199646629983', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 724, 'playtime_last_two_weeks': 40, 'playtime_at_review': 492, 'last_played': 1715957240}",koreana,어 만원은 비싸고 할인하면 바로사셈요,1715245227,1715245227,True,1,0,0.523809552192687988,0,True,False,False,True,
164971974,"{'steamid': '76561198084991261', 'num_games_owned': 20, 'num_reviews': 4, 'playtime_forever': 2415, 'playtime_last_two_weeks': 1301, 'playtime_at_review': 600, 'last_played': 1717094447}",koreana,게임불감증 해결게임 번째네요 번째는 레데리 번째는 호그와트 레거시네요 이거 끝나면 레데리 한번더 하고 다음 발더스게이트 해볼려고 합니다,1715236884,1715236884,True,1,1,0.523809552192687988,0,True,False,False,True,
164956831,"{'steamid': '76561198120112250', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 2245, 'playtime_last_two_weeks': 0, 'playtime_at_review': 2154, 'last_played': 1715220573}",koreana,팬이어도 이렇게 지루한겜은 추천할수가,1715214227,1715214227,False,0,0,0,0,True,False,False,True,
164829427,"{'steamid': '76561199126283434', 'num_games_owned': 0, 'num_reviews': 2, 'playtime_forever': 2165, 'playtime_last_two_weeks': 33, 'playtime_at_review': 1398, 'last_played': 1716504698}",koreana,개꿀잼,1715086055,1715086055,True,0,0,0,0,True,False,False,True,
164820305,"{'steamid': '76561198966442522', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 1968, 'playtime_last_two_weeks': 0, 'playtime_at_review': 1968, 'last_played': 1685093455}",koreana,해리포터 뽕이 차오른다,1715077004,1715077004,True,0,0,0,0,True,False,False,True,
164813151,"{'steamid': '76561199232884262', 'num_games_owned': 17, 'num_reviews': 13, 'playtime_forever': 5624, 'playtime_last_two_weeks': 0, 'playtime_at_review': 4836, 'last_played': 1715339144}",koreana,재미있어요,1715069053,1715069053,True,1,0,0.523809552192687988,0,True,False,False,True,
164726461,"{'steamid': '76561198120950829', 'num_games_owned': 0, 'num_reviews': 29, 'playtime_forever': 7023, 'playtime_last_two_weeks': 0, 'playtime_at_review': 7023, 'last_played': 1714829534}",koreana,재밌었수다,1715012629,1715012629,True,0,0,0,0,True,False,False,True,
164718973,"{'steamid': '76561199656558874', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 910, 'playtime_last_two_weeks': 39, 'playtime_at_review': 844, 'last_played': 1716828640}",koreana,퀘스트 진행불가 버그 개짜증남,1715009507,1715009507,False,0,0,0,0,True,False,False,True,
164689136,"{'steamid': '76561198149146096', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 2500, 'playtime_last_two_weeks': 0, 'playtime_at_review': 2382, 'last_played': 1715004149}",koreana,해리포터 만세,1714997242,1714997242,True,0,0,0,0,True,False,False,True,
164655705,"{'steamid': '76561199639324057', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 814, 'playtime_last_two_weeks': 0, 'playtime_at_review': 322, 'last_played': 1715254110}",koreana,저의 노트북이 최소 사양보다 낮은데 실행이잘되고 가끔식 렉 걸리는 현상이 있지만 그래픽이 좋고 이곳저곳 돌어다녀 모험을 떠나녀며 퀘스트를 하는게 재미있네요 돈이 있으면 권장 추천,1714978310,1714978310,True,0,0,0,0,True,False,False,True,
164652612,"{'steamid': '76561198852842470', 'num_games_owned': 0, 'num_reviews': 6, 'playtime_forever': 3944, 'playtime_last_two_weeks': 0, 'playtime_at_review': 3868, 'last_played': 1715003075}",koreana,꿈은 이루어진다,1714976563,1714976563,True,0,0,0,0,True,False,False,True,
164630018,"{'steamid': '76561199621510217', 'num_games_owned': 6, 'num_reviews': 1, 'playtime_forever': 928, 'playtime_last_two_weeks': 1, 'playtime_at_review': 135, 'last_played': 1716023366}",koreana,기모찌하네요,1714967127,1714967127,True,0,0,0,0,False,False,False,True,
164569267,"{'steamid': '76561197992811028', 'num_games_owned': 154, 'num_reviews': 22, 'playtime_forever': 2850, 'playtime_last_two_weeks': 0, 'playtime_at_review': 2850, 'last_played': 1714938961}",koreana,해리포터 원툴,1714938988,1714938988,False,0,0,0,0,False,False,False,True,
164543457,"{'steamid': '76561198891778378', 'num_games_owned': 0, 'num_reviews': 61, 'playtime_forever': 1968, 'playtime_last_two_weeks': 0, 'playtime_at_review': 1968, 'last_played': 1714923750}",koreana,재밌긴 한데 퀘스트 사이사이에 상점과 비밀의 방 그리고 퀘스트로 옮겨 다니는게 너무 난잡하고 최적화가 안되어 있음,1714930491,1714930491,True,0,0,0,0,True,False,False,True,
164528819,"{'steamid': '76561198854147721', 'num_games_owned': 492, 'num_reviews': 34, 'playtime_forever': 873, 'playtime_last_two_weeks': 0, 'playtime_at_review': 551, 'last_played': 1715357852}",koreana,설렘,1714925507,1714925507,True,0,0,0,0,True,False,False,True,
164520161,"{'steamid': '76561199601445865', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 1569, 'playtime_last_two_weeks': 10, 'playtime_at_review': 885, 'last_played': 1716802246}",koreana,해리포터 팬이라면 살만할듯,1714922579,1714922579,True,0,0,0,0,False,False,False,True,
164508415,"{'steamid': '76561198178886151', 'num_games_owned': 0, 'num_reviews': 2, 'playtime_forever': 210, 'playtime_last_two_weeks': 0, 'playtime_at_review': 210, 'last_played': 1714531340}",koreana,아 쫌 지루 함,1714918684,1714918684,False,0,0,0,0,False,False,False,True,
164500499,"{'steamid': '76561199513874271', 'num_games_owned': 0, 'num_reviews': 3, 'playtime_forever': 2876, 'playtime_last_two_weeks': 0, 'playtime_at_review': 2695, 'last_played': 1715005635}",koreana,재미있음 말이 필요하냐,1714916023,1714916023,True,0,0,0,0,True,False,False,True,
164448854,"{'steamid': '76561198891983151', 'num_games_owned': 0, 'num_reviews': 3, 'playtime_forever': 984, 'playtime_last_two_weeks': 0, 'playtime_at_review': 984, 'last_played': 1709286783}",koreana,한 번 들어가면 계속 하게되는데 그 한 번 들어가는게 귀찮음,1714895800,1714895800,True,0,0,0,0,True,False,False,True,
164448429,"{'steamid': '76561198831554176', 'num_games_owned': 0, 'num_reviews': 18, 'playtime_forever': 4063, 'playtime_last_two_weeks': 0, 'playtime_at_review': 4063, 'last_played': 1678458805}",koreana,재밋는데 컨텐츠 소모가 빨라서 아쉬움,1714895595,1714895595,True,0,0,0,0,False,False,False,True,
164320910,"{'steamid': '76561199447297271', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 5933, 'playtime_last_two_weeks': 0, 'playtime_at_review': 4805, 'last_played': 1715426567}",koreana,총평 초반 호그와트 뽕맛이 전부임 초반 중반 후반부로 가면서 뽕맛이 점 줄어듬 가격 만원정도면 적당하다고 봄 난이도 후반부 보스가 조금 어렵긴 하지만 전반적으로 난이도가 높은건 아님 그래픽 그래픽 자체는 좋음 하지만 컴사양대비 프레임이 안나옴 최적화 이제 더이상 안함 스토리 이건 스토리를 보면 안됨 그냥 호그와트 뽕맛 스토리라인은 게임 가격에 비해 부실함 기타 호그와트 지도 누가 만들었냐 시인성 진짜 개 빡친다 빗자루말고 다른 탈것들은 한번타고 안타게,1714837140,1714837140,True,0,0,0,0,False,False,False,True,
164303657,"{'steamid': '76561198313983936', 'num_games_owned': 0, 'num_reviews': 14, 'playtime_forever': 3904, 'playtime_last_two_weeks': 0, 'playtime_at_review': 3877, 'last_played': 1714843506}",koreana,마법이 쓰고 싶은 밤이네요,1714830226,1714830226,True,0,0,0,0,True,False,False,True,
164242427,"{'steamid': '76561198352991866', 'num_games_owned': 0, 'num_reviews': 22, 'playtime_forever': 1086, 'playtime_last_two_weeks': 0, 'playtime_at_review': 1086, 'last_played': 1714798797}",koreana,호그와트 선발대가 공략집 다짜놔서 망정이지 그게 없었으면 플탐 시간은 그냥 넘길듯 재미는 있는데 오브젝트 찾으러가는 등의 퀘스트가 루즈함 해리포터 광팬아니면 몰입하기 힘들듯 그래픽은 좋은 편,1714798986,1714798986,True,0,0,0,0,True,False,False,True,
164151534,"{'steamid': '76561199154156927', 'num_games_owned': 10, 'num_reviews': 3, 'playtime_forever': 2737, 'playtime_last_two_weeks': 0, 'playtime_at_review': 2737, 'last_played': 1714752262}",koreana,해리포터 정말 좋아하는 사람으로서 마법 세계를 잘 표했다고 생각해요 초반에는 정말 너무 재밌엇습니다 아쉬운점은 후반으로 갈수록 반복적인 퀴즈와 퍼즐 푸는게 지루해진다는거 사이드 퀘는 귀찮아서 흥미진한 메인퀘스트를 빠르게 밀다보니 사이드를 많이 남겨두고 완결을 봤네요 엘리트 몹들 잡는 재미도 있지만 하나하나 찾아다니기 힘들고 다 공격 패턴이 비슷비슷 하다는 점두 한 몫 합니다 하지만 결과적으로 정말 재밋게 즐겼습니다 추천,1714752815,1714752815,True,0,0,0,0,True,False,False,True,
164147870,"{'steamid': '76561198407311866', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 3104, 'playtime_last_two_weeks': 641, 'playtime_at_review': 663, 'last_played': 1717042856}",koreana,퀴디치 만들어 주셈 퀴디치 만들어 주셈,1714751054,1714751054,True,0,0,0,0,True,False,False,True,
164102520,"{'steamid': '76561199447358048', 'num_games_owned': 22, 'num_reviews': 6, 'playtime_forever': 5179, 'playtime_last_two_weeks': 0, 'playtime_at_review': 5179, 'last_played': 1714712538}",koreana,재미는있다,1714712603,1714712603,True,0,0,0,0,True,False,False,True,
164057348,"{'steamid': '76561199468530756', 'num_games_owned': 0, 'num_reviews': 5, 'playtime_forever': 3383, 'playtime_last_two_weeks': 55, 'playtime_at_review': 182, 'last_played': 1716724331}",koreana,굳,1714656715,1714656715,True,0,0,0,0,True,False,False,True,
163905096,"{'steamid': '76561198280199582', 'num_games_owned': 0, 'num_reviews': 10, 'playtime_forever': 2353, 'playtime_last_two_weeks': 80, 'playtime_at_review': 2273, 'last_played': 1717074984}",koreana,해리포터 세계관에서 살고 싶다는 상을 한번이라도 해본 사람에게는 이 게임으로 훌륭하게 간접체험 가능 호그와트 구현이라던지 세계관 자체는 매우 잘 만들었다고 생각함 그런데 해리포터 팬이 아니라면 게임성 자체는 삼류라서 노잼 될 것임 그리고 서브퀘 조금 메인퀘 다 미니까 내 플레이타임 시간 보이죠 은근히 플탐 짧음 엘든링 어크 위쳐 등 다른 비슷한가격 넓은 세계관을 구현한 게임들과 메인스토리 클리어 시간 비교하면 압도적으로 짧음 세계관은 넓고 잘 만들었,1714481657,1714481786,True,0,0,0,0,True,False,False,True,
163895163,"{'steamid': '76561198120062702', 'num_games_owned': 10, 'num_reviews': 4, 'playtime_forever': 1981, 'playtime_last_two_weeks': 0, 'playtime_at_review': 1981, 'last_played': 1714467586}",koreana,살까말까 고민만하다가 결국 할인때 사서 플레이했음 일단 스토리 밀떄 컷신 엄청많은데 초반에는 그래도 해리포터세계관 즐기려고 스킵안하고 다봤음 근데 갈수록 지치고 재미도 떨어지고 빨리 게임 완결치고 지우고싶다라는 생각이 많이들었음 일단 초 중반은 별로재미없고 마법 좀 많이배우면 재미도가 좀 올라감 근데 그마저도 잠깐임 뭐 마법동물 잡고 용서받을 수 없는 저주들 얻는거 밀때나 좀 흥미돋구고 그외엔 너무 지겹고 반복의반복임 거대한 볼륨 게임인것같았으나 그 안,1714468429,1714468429,False,1,0,0.5,0,True,False,False,True,
